G,R,AB,H,2B,3B,HR,BB,SO,SB,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,mlb_rpg,era_1,era_2,era_3,era_4,era_5,era_6,era_7,era_8,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,ID
156,755,5333,1498,273,36,92,590,528.0,51,962,866,5.8,71,3,7,4032,1584,132,737,632,145,163.0,0.975,4.902046147148455,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,213
154,694,5311,1448,232,57,128,428,721.0,26,675,593,3.92,34,9,29,4086,1442,121,400,759,150,189.0,0.975,4.525174825174825,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1761
163,756,5690,1616,263,27,124,480,589.0,91,752,648,4.02,35,6,25,4353,1561,119,519,890,147,169.0,0.977,4.2881235154394295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2150
162,718,5600,1477,309,39,108,571,1085.0,130,742,674,4.19,6,9,43,4344,1482,147,514,1126,116,126.0,0.981,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1381
162,690,5600,1474,240,36,136,406,869.0,151,774,695,4.34,13,7,42,4326,1510,121,572,877,122,136.0,0.98,4.256294536817102,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,479
162,945,5651,1653,304,29,230,611,937.0,111,859,809,5.07,6,9,47,4306,1626,186,509,979,119,167.0,0.981,5.0846375617792425,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2166
152,586,4957,1228,163,61,23,360,855.0,200,622,440,2.93,88,16,4,4059,1235,26,396,642,293,88.0,0.952,3.896523848019402,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1388
156,744,5307,1385,216,44,156,607,687.0,30,817,714,4.68,44,9,13,4122,1488,155,592,530,149,131.0,0.975,4.3551890587288815,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1747
156,767,5378,1493,269,60,98,500,538.0,46,595,510,3.27,86,13,9,4209,1340,81,499,637,159,170.0,0.974,4.823720552396425,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,643
162,772,5531,1388,267,19,175,523,1090.0,108,771,705,4.36,10,11,34,4368,1447,184,546,1027,104,147.0,0.983,5.0355094838994265,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,483
159,537,5290,1219,189,30,86,575,956.0,68,660,583,3.7,30,10,26,4254,1376,132,554,762,141,170.0,0.977,3.8888028895768834,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2141
162,648,5485,1386,238,28,122,526,936.0,162,678,615,3.84,13,13,33,4323,1363,141,525,1137,115,113.0,0.981,4.722802850356294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1001
160,841,5538,1567,310,34,194,512,708.0,60,711,641,4.03,47,11,29,4293,1487,133,463,731,142,166.0,0.977,4.457598856598381,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,361
162,805,5583,1466,308,30,191,557,1021.0,66,677,622,3.86,1,5,50,4350,1350,161,565,1139,95,149.0,0.985,4.72798353909465,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1015
162,786,5535,1450,252,28,203,594,855.0,50,722,622,3.87,38,8,44,4338,1391,156,594,1003,156,131.0,0.974,4.341563786008231,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,352
163,639,5444,1276,179,27,125,626,1015.0,167,799,707,4.35,21,6,33,4389,1490,172,653,963,167,149.0,0.974,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1182
155,574,4874,1222,160,48,23,516,855.0,205,510,373,2.45,109,22,13,4113,1219,25,369,655,230,75.0,0.963,3.5330168321104876,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1899
155,804,5391,1502,299,66,79,625,627.0,62,1064,935,6.24,54,3,13,4044,1776,115,609,399,188,143.0,0.969,5.188206785137318,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,211
162,694,5447,1365,171,40,148,630,900.0,52,644,561,3.49,28,10,41,4341,1310,135,656,835,140,159.0,0.978,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2139
155,669,5024,1308,202,76,14,527,476.0,118,499,371,2.39,81,19,15,4191,1164,18,446,634,226,95.0,0.964,3.792771084337349,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,300
157,737,5340,1481,302,63,30,603,417.0,79,806,672,4.35,73,8,16,4173,1563,43,523,414,207,124.0,0.967,4.761169780666125,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,307
154,831,5364,1569,310,84,100,490,455.0,72,806,704,4.66,83,6,8,4077,1604,101,474,453,174,149.0,0.971,5.185923515052888,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2027
162,604,5463,1340,221,26,127,499,934.0,74,654,589,3.65,23,13,38,4359,1423,107,452,844,118,126.0,0.981,4.132241215574549,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,799
155,755,5279,1451,220,56,64,579,502.0,113,737,659,4.31,62,5,21,4131,1470,99,454,535,167,140.0,0.972,4.823720552396425,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,536
162,629,5447,1317,240,19,163,495,1442.0,122,723,657,4.11,7,3,31,4316,1437,139,484,1137,106,151.0,0.983,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1026
156,621,5373,1350,220,46,84,465,713.0,23,710,607,3.95,63,13,12,4146,1465,73,573,574,159,157.0,0.974,4.006843800322061,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,221
162,776,5665,1509,319,33,138,510,989.0,126,833,750,4.64,5,7,37,4360,1602,183,479,1044,128,144.0,0.98,5.0355094838994265,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1793
153,661,5196,1407,229,64,53,445,517.0,72,761,618,4.08,65,7,12,4092,1465,68,550,400,225,127.0,0.964,4.815085158150851,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1510
162,703,5428,1363,265,13,177,539,1344.0,57,635,577,3.62,4,13,41,4304,1366,145,364,1342,90,125.0,0.985,4.250102923013586,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2264
162,644,5448,1359,207,32,146,469,940.0,97,621,557,3.45,35,8,43,4356,1353,137,507,913,99,157.0,0.984,3.9468807906114884,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,238
152,751,5252,1493,222,129,39,420,514.0,177,565,439,2.85,94,18,7,4155,1268,28,497,664,169,125.0,0.972,4.526785714285714,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1714
163,700,5538,1421,296,23,165,589,1171.0,73,646,608,3.74,9,17,42,4392,1315,153,482,1310,59,147.0,0.99,4.1659810777457835,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2127
163,774,5643,1528,221,31,137,515,846.0,86,664,577,3.55,53,17,25,4389,1394,149,517,914,132,170.0,0.979,4.460518198642813,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2060
157,663,5426,1516,240,73,12,330,855.0,203,482,328,2.09,133,27,4,4236,1197,16,365,530,217,111.0,0.967,3.6072821846553964,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,720
162,800,5602,1474,251,22,156,580,926.0,129,620,569,3.44,22,9,64,4467,1376,116,553,983,105,151.0,0.983,4.1380952380952385,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1573
156,568,5326,1383,214,42,70,437,793.0,104,600,532,3.42,64,13,13,4197,1290,87,531,912,140,146.0,0.976,3.6863905325443787,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2070
163,599,5441,1301,162,33,108,508,904.0,50,529,442,2.71,77,20,16,4407,1302,86,344,942,162,125.0,0.975,3.4181538461538463,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1958
154,617,5329,1512,238,50,88,294,615.0,66,919,671,4.48,82,5,8,4044,1665,79,371,333,294,127.0,0.955,4.855573637103336,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1614
161,617,5361,1359,213,41,129,530,819.0,130,785,715,4.56,18,5,33,4233,1479,173,501,863,119,145.0,0.98,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2154
162,620,5555,1450,267,43,111,473,1107.0,120,751,697,4.35,7,8,28,4329,1425,171,643,1008,94,178.0,0.985,4.789679276315789,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2112
163,618,5401,1372,203,31,95,509,801.0,119,657,563,3.52,64,13,12,4317,1339,101,649,986,147,150.0,0.976,4.124935732647815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14
160,757,5603,1588,297,36,162,475,720.0,79,767,701,4.38,30,8,43,4323,1557,129,481,696,149,206.0,0.977,4.2881235154394295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,362
156,697,5470,1421,256,70,93,522,570.0,56,621,557,3.5,65,17,14,4299,1366,101,393,639,183,110.0,0.97,4.679611650485437,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1108
154,799,5071,1404,269,84,29,565,855.0,185,544,418,2.76,108,18,6,4086,1243,18,385,712,266,88.0,0.957,4.526785714285714,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,297
162,893,5519,1430,287,20,235,770,1129.0,70,846,749,4.69,6,5,48,4314,1537,160,569,967,122,162.0,0.98,5.0846375617792425,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1582
154,698,5146,1325,195,31,148,723,715.0,28,601,522,3.39,45,15,36,4158,1285,111,558,877,108,152.0,0.981,4.485008103727715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,766
151,654,5240,1366,218,77,50,448,426.0,36,669,556,3.71,74,12,7,4050,1382,60,465,437,157,127.0,0.974,4.467216673903604,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,745
154,619,5117,1350,223,67,34,428,421.0,115,635,504,3.27,95,13,9,4164,1459,37,382,508,225,112.0,0.965,4.360615883306321,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,410
154,668,5173,1297,166,50,172,495,850.0,73,761,679,4.47,30,7,31,4104,1399,173,606,855,145,198.0,0.975,4.282591093117409,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1126
153,625,4768,1217,162,53,15,563,855.0,288,510,369,2.49,105,19,18,4002,1207,13,394,639,228,84.0,0.964,3.6072821846553964,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1898
162,713,5474,1325,187,28,136,711,1054.0,71,636,534,3.26,71,15,17,4419,1381,120,461,906,169,155.0,0.974,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1959
162,872,5543,1495,335,25,212,659,1120.0,126,736,695,4.35,8,11,41,4310,1494,167,530,1230,82,121.0,0.986,4.612962962962963,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,388
154,729,5181,1345,231,47,68,726,523.0,40,735,673,4.43,74,7,18,4104,1456,86,638,486,113,180.0,0.981,4.5788197251414715,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1534
155,626,5298,1344,223,50,56,586,599.0,43,581,501,3.24,59,15,11,4179,1370,58,527,619,146,119.0,0.976,4.006843800322061,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,436
155,759,5294,1418,212,39,164,537,822.0,48,577,493,3.22,53,21,33,4137,1201,116,557,796,128,182.0,0.978,4.282591093117409,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1438
162,949,5720,1613,373,25,222,659,1189.0,68,768,674,4.18,4,12,36,4354,1430,159,447,1132,118,129.0,0.981,4.813838550247117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,383
162,696,5467,1349,277,44,156,439,1264.0,70,700,653,4.07,2,12,45,4329,1506,163,413,1046,86,150.0,0.986,4.250102923013586,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1333
158,671,5132,1295,199,86,26,592,650.0,175,745,573,3.68,88,6,10,4206,1296,39,701,561,262,106.0,0.959,4.512530315278901,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2011
162,689,5331,1315,205,37,132,568,876.0,164,551,472,2.95,49,12,28,4317,1322,90,430,755,141,154.0,0.977,4.124935732647815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1560
165,878,5588,1552,235,32,204,523,822.0,73,690,615,3.79,62,10,39,4383,1399,148,503,886,142,153.0,0.977,4.460518198642813,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1952
162,697,5488,1411,284,30,162,487,1099.0,55,583,546,3.36,6,17,57,4383,1279,134,578,1331,73,110.0,0.988,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1997
162,759,5584,1464,307,21,135,527,1046.0,133,761,685,4.26,2,10,38,4342,1486,156,523,1124,105,155.0,0.983,4.612962962962963,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1592
162,573,5468,1316,240,22,123,472,1369.0,95,597,547,3.38,5,13,54,4365,1369,121,472,1301,85,143.0,0.986,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,178
162,604,5519,1366,251,54,109,372,969.0,92,563,497,3.05,34,18,39,4404,1328,101,498,1065,121,124.0,0.98,3.7685185185185186,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,671
154,799,5405,1518,285,58,119,582,586.0,63,790,695,4.5,40,11,18,4170,1484,170,535,680,146,178.0,0.976,4.376313662085691,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2052
154,733,5174,1426,277,64,46,589,431.0,72,713,622,4.08,83,15,10,4113,1469,100,462,415,156,148.0,0.975,5.185923515052888,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,204
162,682,5546,1429,244,34,129,519,871.0,116,774,691,4.31,26,4,35,4326,1497,138,619,972,126,143.0,0.979,4.256769596199525,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1865
161,707,5486,1398,293,29,161,592,1185.0,56,672,616,3.84,3,8,40,4336,1329,160,586,1272,105,144.0,0.983,4.612962962962963,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,496
162,593,5590,1420,221,41,104,417,816.0,77,624,553,3.39,16,11,37,4407,1337,107,575,901,114,142.0,0.982,4.1170465337132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,481
155,533,5025,1198,140,71,16,395,855.0,170,582,409,2.69,126,12,5,4107,1248,14,470,567,260,97.0,0.959,3.6072821846553964,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,612
162,669,5574,1397,221,42,110,621,857.0,78,826,697,4.28,23,6,26,4398,1593,122,576,895,199,141.0,0.969,4.124935732647815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,464
155,704,5318,1373,212,41,108,622,616.0,65,567,502,3.22,94,18,15,4206,1277,97,497,896,155,138.0,0.974,4.006843800322061,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,887
154,681,5299,1372,242,43,95,539,530.0,46,755,669,4.41,54,13,13,4095,1442,102,589,633,136,134.0,0.977,4.3551890587288815,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,651
163,528,5316,1221,151,29,88,516,929.0,54,652,566,3.54,25,9,39,4314,1294,126,517,885,135,164.0,0.978,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9
153,858,5377,1544,311,64,118,528,543.0,25,626,526,3.47,97,12,16,4095,1342,73,457,574,140,151.0,0.976,4.810679611650485,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1518
161,781,5522,1484,292,27,184,531,922.0,59,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170.0,0.984,4.857760395224372,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2101
156,689,5344,1364,238,51,176,539,1027.0,35,800,689,4.48,34,6,25,4155,1492,165,465,755,183,175.0,0.97,4.525174825174825,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,451
